Region,CM_Pop_Count
1,-0.4224714794730312
2,-0.5810622024093591
3,-0.650716122590876
4,0.10699542756410212
5,-0.015274614412864115
6,-0.9228448782729409
7,-0.3247686925696122
8,-0.7101767068481281
9,0.23722402953243663
10,0.22461237958801022
11,0.06835846516810579
12,0.8714744894406176
13,-0.29587077953192703
14,-0.06144277921070948
15,0.07519037806875754
16,-0.7533133712841378
17,0.40349748617520537
18,-0.7977046353780298
19,-0.8909974153381498
20,-0.5751853742247314
21,-0.38097153473496526
22,-0.6302339031436649
23,-0.6822384717595671
24,-1.4658628952864754
25,-0.7062365979714383
26,-0.09251830167110502
27,-0.322395116102936
28,-0.11733565793848677
29,-0.27547170848305086
30,0.25269984179340316
31,-0.28304107008890994
32,-0.15298994059864088
33,-0.26314697335697274
34,0.28640868519908846
35,-0.144900674774337
36,-0.051391784907315524
37,-0.43457458075041544
38,0.19267916988975425
39,-0.3330721545740072
40,0.45041363477112534
41,-0.3111042041367668
42,0.34586702364928845
43,0.09309227179136031
44,1.3953780085647547
45,0.6871771514035586
46,-0.14270812395798188
47,0.6360270376406916
48,1.3370454869478714
49,0.30422324672465734
50,-0.4366331503280771
51,0.4859270934128922
52,-0.1522431520904241
53,-0.4805905300110199
54,-0.8264747248689556
55,-0.23713142300743012
56,0.4387326996102312
57,-0.287811090970623
58,-0.5425863856576594
59,-0.19129957393686156
60,0.5174197197529117
61,-0.22305233141856184
62,-0.7901338093272199
63,-0.2642592898327443
64,0.7363843946402093
65,0.34289602691461857
66,0.4904560580829386
67,0.7135049362015328
68,7.122153874930268
69,0.7378443303953423
70,2.0074447485902476
71,2.644513245327185
72,-0.12823715738595162
73,-0.6606254830884927
74,1.5997262539524282
75,-0.7202061391557287
76,-0.8583721048604357
77,-1.0161862752059556
78,-0.4926771861079597
79,-0.4703659862793494
80,-1.1225939049268143
81,-0.7188952121625013
82,-0.5775582283945563
83,-0.5829777912442096
84,-0.9140730341072063
85,-0.7723531280562946
86,0.1164065310670665
87,0.28993026676266653
88,-0.5555918561150949
89,-0.6355288009510855
90,1.8803321475796417
91,1.018920161698094
92,-0.124001995781043
93,1.8547870968367581
94,0.8521009098281187
95,0.1438003502345104
96,-0.38384681891575995
97,-0.6419852574591584
98,-0.5825655149895039
99,-0.42745989934620005
100,-0.5710716700014881
101,-0.3659497899131132
102,-0.3614772118935017
103,-0.1908710520674322
104,0.07182481210017155
105,0.03507093161603444
106,-0.12540442658162973
107,-0.13732145903407214
108,-0.0008883346486202737
109,-0.09011481116336235
110,-0.27610707591429223
111,0.26365145703094645
112,0.4942377433365972
113,-0.36616276101282846
114,-1.0475703525109712
115,-0.6903897912827468
116,0.4000836991449681
117,0.005928156605536979
118,-0.04618527727736432
119,0.8578317042160574
120,3.20669592399478
121,2.508280269787964
122,2.6689780683499142
123,0.16989115241361133
124,1.3789598440070794
125,0.1495348109705813
126,2.0380616758845007
127,0.8006685935305276
128,3.8837847955259246
129,0.03600464936076948
130,0.10195466797152793
131,-0.8748797845485201
132,-0.6149266911727744
133,-0.46578345856097825
134,-0.8365372881513542
135,-0.575799919917006
136,-0.8893953440054996
137,-0.9210403032842371
138,-0.9715904094577852
139,-0.13044057438898807
140,-1.3069914851021904
141,-1.243146587175028
142,-0.7307916712906897
143,-1.062164129373135
144,-0.8668334342779856
145,1.896520517698003
146,0.2964780052497024
147,-0.27203181658000913
148,0.5490416542446526
149,-0.7112401873757871
150,-0.6933846340978419
151,-1.0412438460037263
152,-0.684654360067065
153,-1.2980286463088833
154,-0.8850853101340042
155,-0.9882486951072718
156,-0.7478575879829527
157,-1.0266781601092525
158,-0.4960734784868973
159,-0.8361323877315517
160,0.20292692257024758
161,0.07601032785784038
162,0.5071925991407212
163,0.5108219790994724
164,0.9973391798151862
165,1.0645201957798573
166,0.6792019191725396
167,-0.3907861348932623
168,0.39646005261385114
169,-0.6632053211862134
170,0.2200250480216441
171,0.20159355217613695
172,0.6504759323842169
173,0.6540802258757474
174,-0.019935880704151344
175,-0.15705789363350084
176,-0.44025834914077216
177,-0.7731735353475819
178,-0.8349837895327161
179,-0.8214280059494984
180,-1.3403234947493703
181,0.4265303561933531
182,-0.021497347602777946
183,0.5906870758070936
184,-0.16167424737432964
185,0.7221646265932248
