Region,Lab_Pop_Count
1,-0.5659469585459774
2,-0.4209587206597877
3,-1.3381374991952941
4,0.4678372972513663
5,1.2586059525784223
6,-0.9615901349174927
7,-0.35697317500355175
8,-0.7399437361596802
9,0.3145730672307033
10,0.15478211856574356
11,0.08585683323048243
12,-0.26211472279129766
13,0.07558868635069944
14,-0.6318241275906953
15,0.24334299234898843
16,-0.3697993273022748
17,0.47871082381652286
18,-0.17482443408609738
19,-0.37031813911816575
20,0.44945216618681577
21,0.6212632026578716
22,0.14818193860276865
23,-0.12132058018211056
24,-0.22521532154047932
25,1.6248703281234071
26,-0.37987425415266474
27,-0.9396416190729202
28,-1.003170086967735
29,-0.8702949307824936
30,-1.0279632363434243
31,-0.7831465650014168
32,-0.7999582649930427
33,-0.7215026906187423
34,-0.2430099783555593
35,-0.8275601809024348
36,-0.5457085936365493
37,-1.6973342711694779
38,0.6014180612099
39,-0.36168610869414386
40,1.0441512900196332
41,-0.2566035892743152
42,-0.6812039482383647
43,0.603584792571761
44,2.730782538592978
45,1.2824714191941464
46,0.4380088537068803
47,0.7992696411129948
48,1.507896353166092
49,0.42874617562791495
50,0.6367383499120584
51,0.5327777650469475
52,0.690691045098972
53,1.6035796837534384
54,0.6296018470914723
55,0.5328975436751547
56,1.0710715866037095
57,1.0138604855374227
58,0.4447680529347162
59,0.8183508473446637
60,1.464233136616428
61,0.440575235433608
62,-0.6298430258758629
63,-0.2038164533576189
64,0.23884875056781546
65,-0.3844607352481137
66,0.9234399568312927
67,0.4294138544633653
68,4.964290346174086
69,-0.5231498767263844
70,0.2306424508413839
71,0.2550858631117352
72,-0.6057668003300126
73,-1.075775297466458
74,-1.6973342711694779
75,-0.9272809932980655
76,-1.6973342711694779
77,-1.6973342711694779
78,0.31283899437933244
79,0.23145349919301186
80,-0.14723114446767355
81,0.12251665301626163
82,-0.5383244046614639
83,1.2124035750135949
84,-0.44113451949839516
85,-0.03742771230917699
86,1.4408282996909834
87,0.25316575760284876
88,0.10989804180243486
89,-0.4888574517687124
90,1.8485644654009459
91,1.955721265012411
92,1.5435710624651087
93,3.4147931311024675
94,1.4135872746621498
95,-0.6229229880557466
96,-0.5526464056790388
97,-1.0342836090641945
98,-1.4565591768299628
99,-0.7620659050821729
100,0.2606439118824158
101,1.116487180634193
102,-1.175965717096188
103,-1.0268763079358554
104,0.19468052868063024
105,1.4448734373345562
106,0.07569085571359131
107,-0.9026492253834715
108,-0.24700999357416847
109,-0.3354567663730255
110,-0.39301521618893737
111,-0.643081275043913
112,-0.15222731931940336
113,-1.1652664842299796
114,-0.7119244613225642
115,-1.1473739381056236
116,-0.9487355048604708
117,-1.6973342711694779
118,0.025893511556699868
119,-0.5190035206740485
120,1.0203961400465549
121,-0.276820823484801
122,0.6802106850103593
123,0.21595616613950003
124,-0.9040033243791408
125,-0.5828637005946762
126,1.1238211516486287
127,-0.5350504215980227
128,1.8513796697089668
129,-0.45619376445997395
130,-0.5275595786630852
131,-0.5952710636411759
132,0.28748167582722856
133,0.5123098055052797
134,-0.9231665788236326
135,-0.10672548971864541
136,-0.642211721207244
137,-0.8737319590072996
138,-0.5006483532587542
139,-0.2663638637609198
140,-1.5829851964392936
141,-1.1799539302241342
142,-0.9615491931897188
143,-1.3469064373058883
144,0.19779867030541748
145,2.228901286831013
146,0.6879669474511054
147,2.2137395588340594
148,2.911053611830877
149,-0.12102635809182348
150,-0.9909947281977257
151,0.559791077424581
152,-1.0271414639757475
153,-0.5121231427600226
154,-0.13320273211727945
155,-0.47695675729968023
156,-0.08741506894732512
157,-1.2847546692271696
158,-1.6973342711694779
159,0.16453312168529244
160,1.780091191534866
161,-0.1377195489492111
162,-0.33646142397023476
163,-0.1799283990902356
164,-0.7550956238256454
165,-0.03607557670623792
166,0.5318582993517583
167,-0.7767778855337346
168,-0.020858121679760797
169,-0.32156713259492764
170,-0.4184271601401364
171,-0.3584784704006403
172,0.31071537557400397
173,0.032070934493268886
174,-0.25352177682645355
175,-0.028983057035664152
176,0.15776381427691233
177,-0.5697401791904356
178,-0.7894703480601712
179,-0.2997303124516802
180,-1.202582580002202
181,0.2677065241842337
182,-0.18579688066969893
183,0.8668265182688061
184,-0.0310562016919348
185,1.7020747759017227
