Region,Rapid_Pop_Count
1,-0.6219212911171158
2,-0.7120705887294152
3,-1.0919910667480694
4,0.07343524080470679
5,1.1144671856593742
6,-0.377976569497461
7,-0.5712755250427709
8,-0.3218018937399824
9,-0.35245441626176127
10,-0.0041519144477332745
11,0.01090113485034899
12,0.2976758146633372
13,-0.025323486124833035
14,-0.3962528098168562
15,0.163932196025498
16,0.020870902930371683
17,0.844312411601034
18,-0.2286048370261405
19,-0.27152110010776376
20,0.12468276555488389
21,-0.16535750471884442
22,0.007504013977974825
23,0.12824750592146167
24,-0.19325440114096826
25,1.0298515648122788
26,-0.4903913153930728
27,-0.5745592445805282
28,-1.0754877535310032
29,-2.0776376780184473
30,-0.7006226390293944
31,-2.0776376780184473
32,-1.1786130742942038
33,-2.0776376780184473
34,0.4035332188539364
35,-1.1970411251127084
36,-0.3590024230875247
37,-2.0776376780184473
38,0.6546915526619673
39,-0.09501709563069735
40,0.34281587529131996
41,-0.42523424224832584
42,1.640021542429898
43,0.6691818877662329
44,2.3162730624213865
45,0.4626659509957005
46,0.8557499882461186
47,0.9034661199192137
48,0.8100694232879949
49,0.03531475391595185
50,0.4820779911519044
51,-0.012521771223684083
52,0.8525472799098592
53,0.6099464019718113
54,0.26173665587793105
55,0.18543408824904906
56,0.4894115896281432
57,-0.09519743728421562
58,-0.23838682592088123
59,-0.45208153597883544
60,-0.7129409646385264
61,-0.3824498765854263
62,-0.7551530882877039
63,-0.5349846495941051
64,-0.2831220594664726
65,-0.256562185798102
66,0.37706138900680236
67,1.1476879576688819
68,5.348527246934595
69,-0.6297665281681136
70,0.4037742373906074
71,0.9389974371038041
72,-0.7300648340357982
73,-0.9167786776362896
74,-0.07807302316683935
75,-0.8406748623078291
76,-0.4515794007475611
77,-0.2664409795041653
78,-0.06634199402192315
79,-0.21717310338352735
80,-0.15074140784568252
81,0.308935376850281
82,-0.5869253476170112
83,1.0502655430306418
84,0.01628842192079147
85,0.09219365113680403
86,0.8066089329772591
87,-0.13455324378203168
88,-0.33246519959977683
89,-0.49971006489304287
90,2.106642024885359
91,2.5755320023520425
92,1.2948549495555601
93,3.8567588753275133
94,1.9846371097205617
95,0.5973852896210049
96,-0.32806619463125963
97,-0.6469973322719353
98,-0.9134332353537059
99,-0.389007667127091
100,-0.2566184233397478
101,0.21820310775561647
102,-1.194387663401018
103,-1.1492992228281285
104,-0.27888838160773893
105,0.38566050905180194
106,-0.27903735278617264
107,-0.913637747588703
108,-0.7708920459587704
109,-0.5389402763245486
110,-1.0645990223221027
111,-0.49431216470978995
112,-0.021595431555456828
113,-0.7029495146204853
114,-0.9362113012463137
115,-0.794619660301558
116,-0.0869733995605348
117,-1.1198653157476797
118,0.047737485556203406
119,0.25170656801794256
120,1.8210943370022212
121,0.6778017927853356
122,0.9738652699743922
123,-0.4245522065349145
124,-0.03434139428357986
125,-0.22537748306487412
126,0.98982899090548
127,-0.528962428627039
128,3.057139655178638
129,-0.8240849979305991
130,-0.7321415758495768
131,-0.8899508733330408
132,-0.003393403110715775
133,-0.1588912766436359
134,-1.259765303164826
135,-0.04134536726237514
136,-0.7383812421821858
137,-0.8593926427460854
138,-0.8547594309337821
139,-0.3879300560397959
140,-1.5637383443592296
141,-1.3923376229583844
142,-0.8954812049829108
143,-1.534987362723781
144,-0.13341066534434762
145,2.7462314308026086
146,0.29891312474159554
147,1.3463902393189715
148,1.317111089720411
149,0.19367515698804863
150,-0.6170480392342697
151,0.29164419433510547
152,-0.6985200224056656
153,-0.23524502273355344
154,-0.178927100409817
155,-0.31034971133627776
156,-0.30766249077063546
157,-0.7523868744883785
158,-1.29403730811654
159,0.31736527857233693
160,0.6125641694247497
161,-0.22571114547323645
162,1.2038739320163878
163,0.9514728345408027
164,0.8542799140672996
165,-0.039789633840612466
166,0.8845718356646637
167,-0.39855571423012015
168,0.11990386826737036
169,-0.2254640777522625
170,0.11824292595128544
171,0.5323984904714811
172,0.2234085954764975
173,0.01905940353870002
174,-0.24121384145625682
175,0.48415055222375647
176,0.2603644027181609
177,-0.8008856626963481
178,-0.6911850955122575
179,-0.4536475194191373
180,-1.4819172878124274
181,1.9875995171133936
182,-0.622349133263056
183,0.7272581919712425
184,0.9241934943880841
185,1.76893908389499
